"YEAR";"HABITAT";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"ESPECE"
2012;"Terrestre";1,21660922016372;2,40384615384615;3,91304347826087;6;8,11818181818182;"SYLCUR"
2013;"Terrestre";1,9;3;3,73076923076923;4,28289473684211;5,7375;"SYLCUR"
2014;"Terrestre";2,37857142857143;3;4,04545454545454;5;7,0875;"SYLCUR"
2015;"Terrestre";1,66666666666667;2,5;3;3,63636363636364;8,7;"SYLCUR"
2016;"Terrestre";1,34722222222222;2,55681818181818;3;4,41666666666667;5,73846153846154;"SYLCUR"
2017;"Terrestre";1,621875;2,48076923076923;3;5,4375;10,3884615384615;"SYLCUR"
2018;"Terrestre";2,3625;3;3;4,75;9;"SYLCUR"
2019;"Terrestre";2,5;2,75;3,75;5,30769230769231;10,95;"SYLCUR"
2020;"Terrestre";2,51358695652174;2,63833992094862;3,61363636363636;4,875;6,75;"SYLCUR"
2003;"Terrestre";1,66447368421053;2,43421052631579;3,28947368421053;4,14473684210526;4,91447368421053;"SYLHOR"
2004;"Terrestre";1,59502923976608;1,73976608187134;1,90058479532164;2,06140350877193;2,20614035087719;"SYLHOR"
2005;"Terrestre";2,5;2,5;2,5;2,5;2,5;"SYLHOR"
2006;"Terrestre";3,07155797101449;3,32427536231884;3,60507246376812;3,88586956521739;4,13858695652174;"SYLHOR"
2007;"Terrestre";1,32729468599034;1,53381642512077;1,76328502415459;1,99275362318841;2,19927536231884;"SYLHOR"
2008;"Terrestre";1,97010869565217;2,09239130434783;2,22826086956522;2,36413043478261;2,48641304347826;"SYLHOR"
2009;"Terrestre";2,22916666666667;2,29166666666667;2,36111111111111;2,43055555555556;2,49305555555556;"SYLHOR"
2011;"Terrestre";2,79240162822252;3,37856173677069;4,02985074626866;4,90966221523959;5,70149253731343;"SYLHOR"
2012;"Terrestre";5,26865671641791;5,31814611154753;5,37313432835821;5,41383989145183;5,45047489823609;"SYLHOR"
2013;"Terrestre";2,11979575805185;2,25058915946583;2,39591516103692;2,54124116260801;2,67203456402199;"SYLHOR"
2014;"Terrestre";2,13432835820895;2,39591516103692;2,6865671641791;4,07055630936228;5,31614654002714;"SYLHOR"
2015;"Terrestre";2,63397129186603;2,6555023923445;2,67942583732057;2,70334928229665;2,72488038277512;"SYLHOR"
2016;"Terrestre";4,0938995215311;4,12081339712919;4,15071770334928;4,18062200956938;4,20753588516746;"SYLHOR"
2017;"Terrestre";2,75956937799043;3,05023923444976;3,78482972136223;4,7671568627451;5,72671568627451;"SYLHOR"
2018;"Terrestre";1,61315789473684;2,63157894736842;2,72727272727273;4,41176470588235;6,44117647058824;"SYLHOR"
2019;"Terrestre";4,25;4,60526315789474;5;5,14705882352941;5,27941176470588;"SYLHOR"
2020;"Terrestre";1,78308823529412;1,94852941176471;2,13235294117647;2,31617647058824;2,48161764705882;"SYLHOR"
2001;"Terrestre";2;2;2;2;2;"SYLUND"
2003;"Terrestre";1,11742424242424;1,17424242424242;1,23737373737374;1,30050505050505;1,35732323232323;"SYLUND"
2004;"Terrestre";1,12619047619048;1,26190476190476;1,41269841269841;1,56349206349206;1,69920634920635;"SYLUND"
2005;"Terrestre";2,00555555555556;2,05555555555556;2,11111111111111;2,16666666666667;2,21666666666667;"SYLUND"
2006;"Terrestre";0,834954233409611;1,24427917620137;1,69908466819222;2,15389016018307;2,56321510297483;"SYLUND"
2007;"Terrestre";2,025;2,25;2,5;2,55434782608696;2,60326086956522;"SYLUND"
2008;"Terrestre";2;2;2;2;2;"SYLUND"
2009;"Terrestre";1,36525974025974;1,37987012987013;1,3961038961039;1,41233766233766;1,42694805194805;"SYLUND"
2010;"Terrestre";2,14285714285714;2,14285714285714;2,14285714285714;2,14285714285714;2,14285714285714;"SYLUND"
2011;"Terrestre";1,85375338946767;2,00692164977879;2,17710860568003;2,34729556158128;2,50046382189239;"SYLUND"
2013;"Terrestre";0,814583333333333;1,39583333333333;2,04166666666667;2,6875;3,26875;"SYLUND"
2014;"Terrestre";0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;"SYLUND"
2015;"Terrestre";1,2;1,2;1,2;1,2;1,2;"SYLUND"
2016;"Terrestre";1,3562734082397;1,42790262172285;1,50749063670412;1,58707865168539;1,65870786516854;"SYLUND"
2017;"Terrestre";1,79558823529412;2,07352941176471;2,38235294117647;2,69117647058824;2,96911764705882;"SYLUND"
2018;"Terrestre";3;3;3;3;3;"SYLUND"
2019;"Terrestre";1,35872438863186;1,45241242564442;1,55651024454726;1,6606080634501;1,75429610046266;"SYLUND"
1989;"Terrestre";0,5875;0,682692307692308;0,788461538461538;0,894230769230769;0,989423076923077;"TROTRO"
1990;"Terrestre";0,946875;1,04878048780488;1,42857142857143;1,80288461538462;2,75397727272727;"TROTRO"
1991;"Terrestre";0,476420454545455;0,545454545454545;1,15384615384615;1,19047619047619;1,99404761904762;"TROTRO"
1992;"Terrestre";0,555259146341463;0,96875;1,27272727272727;1,88988095238095;2,27790178571429;"TROTRO"
1993;"Terrestre";0,816025152439025;1,53087797619048;1,95238095238095;2,375;2,68229166666667;"TROTRO"
1994;"Terrestre";0,748416979362101;1,11778846153846;2,00892857142857;2,17633928571429;2,4609375;"TROTRO"
1995;"Terrestre";0,596271106941839;0,861280487804878;2,17261904761905;3,89880952380952;4,89583333333333;"TROTRO"
1996;"Terrestre";0,383731617647059;0,903700189753321;1,5255376344086;2,63020833333333;3,05989583333333;"TROTRO"
1997;"Terrestre";0,973958333333333;1,30208333333333;1,66666666666667;2,23958333333333;2,75520833333333;"TROTRO"
1998;"Terrestre";1,0171875;1,734375;2,171875;3,12686011904762;5,24125744047619;"TROTRO"
1999;"Terrestre";1,8984375;2,109375;2,34375;2,578125;2,7890625;"TROTRO"
2000;"Terrestre";0,721428571428571;0,9375;1,5;1,875;2,615;"TROTRO"
2001;"Terrestre";0,54609375;1,03070175438596;3;5,47857142857143;6,965625;"TROTRO"
2002;"Terrestre";1,02864583333333;1,51973684210526;2,07142857142857;3,3;5,19791666666667;"TROTRO"
2003;"Terrestre";1,02864583333333;1,51973684210526;2;3,07142857142857;8,59999999999999;"TROTRO"
2004;"Terrestre";0,990322580645161;1,5;2,5;4;6,95;"TROTRO"
2005;"Terrestre";0,924479166666667;1,66666666666667;2,36111111111111;3,38235294117647;7,734375;"TROTRO"
2006;"Terrestre";0,9703125;1,51973684210526;2,41666666666667;3,42948717948718;5,11309523809524;"TROTRO"
2007;"Terrestre";0,957692307692308;1,875;2,5;4;7,35;"TROTRO"
2008;"Terrestre";0,775669642857143;1,71826625386997;2,5;3,75;5;"TROTRO"
2009;"Terrestre";0,703571428571429;1,7156862745098;2,72727272727273;3,1929347826087;5,38811188811189;"TROTRO"
2010;"Terrestre";0,846875;1,78947368421053;2,85714285714286;5,16666666666667;9,84375;"TROTRO"
2011;"Terrestre";1;2,30769230769231;2,95774647887324;3,33333333333333;8,57142857142857;"TROTRO"
2012;"Terrestre";1,00625;1,90625;2,61363636363636;3,48125;5,98081395348837;"TROTRO"
2013;"Terrestre";0,950625;2;2,72727272727273;3,42105263157895;6;"TROTRO"
2014;"Terrestre";1,275;2,30769230769231;3;4,44444444444444;7,04999999999999;"TROTRO"
2015;"Terrestre";1,11675824175824;2,40384615384615;3;4,39285714285714;8,17499999999999;"TROTRO"
2016;"Terrestre";1,14930555555556;2,10714285714286;3;4,19642857142857;8,35833333333334;"TROTRO"
2017;"Terrestre";1,1875;2,40384615384615;3;4,01492537313433;8,125;"TROTRO"
2018;"Terrestre";1,5;2,37692307692308;3;4,65909090909091;8,09545454545454;"TROTRO"
2019;"Terrestre";1,27457865168539;2,5;3,46153846153846;5,60897435897436;8,4375;"TROTRO"
2020;"Terrestre";0,904513888888889;1,96875;2,84328358208955;3,84051724137931;9,39107142857143;"TROTRO"
1989;"Terrestre";0,996394230769231;1,52644230769231;2,11538461538462;4,72435897435897;7,0724358974359;"TURMER"
1990;"Terrestre";2,5;3,14950980392157;5,27272727272727;6,07657657657658;9,32491289198606;"TURMER"
1991;"Terrestre";0,684283088235294;1,74825174825175;3,58333333333333;4,89864864864865;8,43757259001161;"TURMER"
1992;"Terrestre";1,17740384615385;2,8125;3,98484848484848;5,14291158536585;9,21428571428571;"TURMER"
1993;"Terrestre";2,12575414781297;3,02787162162162;4;6,30208333333333;10,7665505226481;"TURMER"
1994;"Terrestre";2,5625;2,85714285714286;4,86486486486486;7,14285714285714;8,91463414634147;"TURMER"
1995;"Terrestre";0,6289592760181;1,58613445378151;3,64583333333333;7,56669207317073;11,6035714285714;"TURMER"
1996;"Terrestre";1,49375;2,84243697478992;5,7347972972973;7,79017857142857;10,6943597560976;"TURMER"
1997;"Terrestre";3,28180619644034;3,50892857142857;4,02113970588235;4,5546875;6,26450892857143;"TURMER"
1998;"Terrestre";1,08088235294118;2,28571428571429;3,75;5,36585365853658;17,9428571428572;"TURMER"
1999;"Terrestre";1,11527423469388;2,96205357142857;3,90202702702703;5,24771341463415;12,534375;"TURMER"
2000;"Terrestre";1,775;2,36592060810811;3,40136054421769;6,46875;10,7590909090909;"TURMER"
2001;"Terrestre";1,06339285714286;3,72372372372372;5,38033395176252;9,07967032967033;18,95;"TURMER"
2002;"Terrestre";1,41346153846154;2,92613636363636;5,23809523809524;8,40476190476191;10,9375;"TURMER"
2003;"Terrestre";1,28823529411765;3,4375;4,81481481481481;8,25;14,3076923076923;"TURMER"
2004;"Terrestre";1,42857142857143;3;5,78947368421053;10;16,3333333333333;"TURMER"
2005;"Terrestre";1,45178571428571;3,25268817204301;5,55128205128205;8,25;17,6941176470588;"TURMER"
2006;"Terrestre";1,09642857142857;2,78665413533835;4,09722222222222;7,02380952380952;12,3465909090909;"TURMER"
2007;"Terrestre";1,37314814814815;2,55357142857143;4,25824175824176;6,66666666666667;14,775;"TURMER"
2008;"Terrestre";1,51428571428571;3,33333333333333;5,76923076923077;8;12,4407894736842;"TURMER"
2009;"Terrestre";1,41925465838509;3,27649769585253;5,29824561403509;7,5;16,7291666666667;"TURMER"
2010;"Terrestre";1,85892857142857;3,52941176470588;5,83333333333333;8,66666666666667;16,0875;"TURMER"
2011;"Terrestre";1,42142857142857;3,24404761904762;6;8,41145833333333;16,0115384615385;"TURMER"
2012;"Terrestre";1,57287449392713;2,76988636363636;5,33333333333333;9;14,2357142857142;"TURMER"
2013;"Terrestre";1,36109226594301;2,71853146853147;4,5;7,5;13,25;"TURMER"
2014;"Terrestre";1,02692307692308;3;4,80769230769231;6,9469696969697;14,475;"TURMER"
2015;"Terrestre";1,66666666666667;3,77403846153846;6;8,85338345864662;16,4056122448979;"TURMER"
2016;"Terrestre";1,35714285714286;3;5;8,78571428571428;15,7448979591837;"TURMER"
2017;"Terrestre";1,8330223880597;3,75;5,35714285714286;7,89473684210526;15,5531167690957;"TURMER"
2018;"Terrestre";1,94375;3,75;5;8,29326923076923;15,4445628997868;"TURMER"
2019;"Terrestre";2;2,96428571428571;4,12878787878788;6;12,4833785617368;"TURMER"
2020;"Terrestre";1,878125;2,52717391304348;3,69932432432432;6,08333333333333;10,6714285714286;"TURMER"
1989;"Terrestre";0,9390625;0,953125;0,96875;0,984375;0,9984375;"TURPHI"
1990;"Terrestre";0,545713682432432;1,13068181818182;1,40478424015009;2,71875;4,18474264705882;"TURPHI"
1991;"Terrestre";0,552534965034965;0,597426470588235;0,722996515679442;1,2890625;3,21796875;"TURPHI"
1992;"Terrestre";0,295945945945946;0,542527821939587;0,825892857142857;0,991586538461538;2,52223557692308;"TURPHI"
1993;"Terrestre";0,646341463414634;0,857142857142857;1;1,875;4,40625;"TURPHI"
1994;"Terrestre";0,640625;0,727351916376307;1,47257551669316;2,31670673076923;2,98828125;"TURPHI"
1995;"Terrestre";0,397321428571428;0,753676470588235;1;1,70262664165103;3,26802884615385;"TURPHI"
1996;"Terrestre";0,642857142857143;0,810810810810811;1;1,46341463414634;4,625;"TURPHI"
1997;"Terrestre";0,409663865546218;0,882352941176471;1,5;1,875;4,6875;"TURPHI"
1998;"Terrestre";0,742857142857143;1;1,76470588235294;3,75;4,03125;"TURPHI"
1999;"Terrestre";0,627137341423056;0,761169332597904;1,10853040540541;2,1484375;4,15234375;"TURPHI"
2000;"Terrestre";0,75;1,01473922902494;1,2;2,65625;10,09375;"TURPHI"
2001;"Terrestre";0,492857142857143;0,96875;2,14285714285714;2,5;5,91923076923077;"TURPHI"
2002;"Terrestre";0,778885135135135;1,11111111111111;2,125;4,07142857142857;5,44838709677419;"TURPHI"
2003;"Terrestre";0,726420297848869;1,95;2,92857142857143;4;6,6375;"TURPHI"
2004;"Terrestre";0,740735767991407;1,71875;2,23611111111111;3,79464285714286;6,20625;"TURPHI"
2005;"Terrestre";0,650460829493088;1,57051282051282;2,72486772486772;4;8,95833333333334;"TURPHI"
2006;"Terrestre";1,04126984126984;1,89012096774194;2,44047619047619;3,5625;6,4125;"TURPHI"
2007;"Terrestre";0,959821428571429;1,79227941176471;2,5;4,32291666666667;7,25757575757576;"TURPHI"
2008;"Terrestre";1,11818181818182;2,03571428571429;3;4,375;8,22321428571428;"TURPHI"
2009;"Terrestre";0,864285714285714;1,82291666666667;2,79220779220779;4,69565217391304;7,925;"TURPHI"
2010;"Terrestre";1,28125;2;2,72727272727273;5,65217391304348;9;"TURPHI"
2011;"Terrestre";1,21107692307692;2,5;3;4,61538461538461;6;"TURPHI"
2012;"Terrestre";1,41964285714286;2,5;3;4,39285714285714;7,60937499999999;"TURPHI"
2013;"Terrestre";0,711850649350649;2,11466165413534;3;4,90384615384615;8,99374999999999;"TURPHI"
2014;"Terrestre";1,45357142857143;2,04651162790698;3;4,18831168831169;9,24375;"TURPHI"
2015;"Terrestre";1,25714285714286;2,85714285714286;3,75;5;9;"TURPHI"
2016;"Terrestre";1,02678571428571;2,5;3;4,52884615384615;8,4375;"TURPHI"
2017;"Terrestre";1,68529411764706;3;3,46153846153846;5;7,5;"TURPHI"
2018;"Terrestre";1,4375;2,5;3;5,45454545454546;9;"TURPHI"
2019;"Terrestre";0,925;2,30769230769231;3;4,54166666666667;7,5;"TURPHI"
2020;"Terrestre";1,07142857142857;1,78125;2,79513888888889;3,27898550724638;5,19318181818182;"TURPHI"
1990;"Terrestre";1,25;1,25;1,25;1,25;1,25;"TURVIS"
1993;"Terrestre";0,588235294117647;0,588235294117647;0,588235294117647;0,588235294117647;0,588235294117647;"TURVIS"
2000;"Terrestre";0,810810810810811;0,810810810810811;0,810810810810811;0,810810810810811;0,810810810810811;"TURVIS"
2001;"Terrestre";1,57894736842105;1,57894736842105;1,57894736842105;1,57894736842105;1,57894736842105;"TURVIS"
2002;"Terrestre";1,18849206349206;1,88492063492063;2,43506493506494;2,83492822966507;3,1255980861244;"TURVIS"
2003;"Terrestre";1,43233082706767;1,46616541353383;1,50375939849624;1,54135338345865;1,57518796992481;"TURVIS"
2004;"Terrestre";1,07236842105263;1,62538699690402;2,13235294117647;2,67045454545455;4,27840909090909;"TURVIS"
2005;"Terrestre";2,91071428571429;3,39285714285714;3,92857142857143;4,46428571428571;4,94642857142857;"TURVIS"
2006;"Terrestre";1,9047619047619;1,9047619047619;1,9047619047619;1,9047619047619;1,9047619047619;"TURVIS"
2007;"Terrestre";1,04285714285714;1,42857142857143;2,30769230769231;2,72727272727273;2,97272727272727;"TURVIS"
2008;"Terrestre";1,05;1,5;2;2,5;2,95;"TURVIS"
2009;"Terrestre";1,5;2,14285714285714;2,72727272727273;3;3;"TURVIS"
2010;"Terrestre";1,48214285714286;1,96428571428571;2,32142857142857;2,5;2,5;"TURVIS"
2011;"Terrestre";1,49450549450549;2,08791208791209;2,35384615384615;2,55;2,955;"TURVIS"
2012;"Terrestre";1,49579831932773;2,4;3;5,37313432835821;9,2;"TURVIS"
2013;"Terrestre";1,5;1,5;1,5;2,09328358208955;2,62723880597015;"TURVIS"
2014;"Terrestre";2,69509594882729;2,77185501066098;2,85714285714286;3,82857142857143;4,70285714285714;"TURVIS"
2015;"Terrestre";1,51503759398496;2,29323308270677;3,15789473684211;4,98803827751196;6,63516746411483;"TURVIS"
2016;"Terrestre";1,45285714285714;1,67142857142857;1,91428571428571;2,15714285714286;2,37571428571429;"TURVIS"
2017;"Terrestre";1,3671875;2,421875;2,90625;4,5;8,55;"TURVIS"
2018;"Terrestre";1,31980519480519;2,94258373205742;3,33333333333333;4,54326923076923;7,21875;"TURVIS"
2019;"Terrestre";2,025;2,25;2,5;3,59375;4,578125;"TURVIS"
2020;"Terrestre";1,875;1,875;1,875;1,875;1,875;"TURVIS"
1991;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"UPUEPO"
1992;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"UPUEPO"
1993;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"UPUEPO"
2001;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"UPUEPO"
2002;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"UPUEPO"
2003;"Terrestre";1,76470588235294;1,76470588235294;1,76470588235294;1,76470588235294;1,76470588235294;"UPUEPO"
2004;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"UPUEPO"
2005;"Terrestre";1,01785714285714;1,17857142857143;1,35714285714286;1,53571428571429;1,69642857142857;"UPUEPO"
2006;"Terrestre";0,860714285714286;0,892857142857143;0,928571428571429;0,964285714285714;0,996428571428571;"UPUEPO"
2007;"Terrestre";1,02142857142857;1,21428571428571;1,71428571428571;3,27380952380952;6,32738095238095;"UPUEPO"
2009;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;1,26190476190476;1,62619047619048;"UPUEPO"
2010;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"UPUEPO"
2011;"Terrestre";0,864285714285714;0,928571428571429;1;1,38235294117647;1,72647058823529;"UPUEPO"
2012;"Terrestre";1,61447368421053;1,93421052631579;2,28947368421053;2,64473684210526;2,96447368421053;"UPUEPO"
2013;"Terrestre";1,01447368421053;1,14473684210526;1,28947368421053;1,43421052631579;1,56447368421053;"UPUEPO"
2014;"Terrestre";3,15789473684211;3,15789473684211;3,15789473684211;3,15789473684211;3,15789473684211;"UPUEPO"
2015;"Terrestre";1,57894736842105;1,57894736842105;1,57894736842105;1,57894736842105;1,57894736842105;"UPUEPO"
2016;"Terrestre";1,57894736842105;1,57894736842105;1,57894736842105;1,57894736842105;1,57894736842105;"UPUEPO"
2018;"Terrestre";1,57894736842105;1,57894736842105;1,57894736842105;1,57894736842105;1,57894736842105;"UPUEPO"
1997;"STOC-rozo";3;3;3;3;3;"ACRARU"
1999;"STOC-rozo";3;3;3;3;3;"ACRARU"
2001;"STOC-rozo";3;3;3;3;3;"ACRARU"
2002;"STOC-rozo";3,375;6,75;10,5;14,25;17,625;"ACRARU"
2005;"STOC-rozo";3;3;3;3;3;"ACRARU"
2007;"STOC-rozo";7,7625;10,125;12,75;15,375;17,7375;"ACRARU"
2008;"STOC-rozo";6,1;7;8;9;9,9;"ACRARU"
2009;"STOC-rozo";7;7;7;7;7;"ACRARU"
2010;"STOC-rozo";3;3;3;4;4,9;"ACRARU"
2011;"STOC-rozo";10,5;10,5;10,5;10,5;10,5;"ACRARU"
2012;"STOC-rozo";3,065625;3,65625;4,3125;4,96875;5,559375;"ACRARU"
2013;"STOC-rozo";3,3;6;9;12;14,7;"ACRARU"
2014;"STOC-rozo";11;11;11;11;11;"ACRARU"
2015;"STOC-rozo";5;5;5;5;5;"ACRARU"
2016;"STOC-rozo";5;5;5;5;5;"ACRARU"
2017;"STOC-rozo";3,0375;3,375;3,75;4,125;4,4625;"ACRARU"
2018;"STOC-rozo";3;3;3;6;8,7;"ACRARU"
2019;"STOC-rozo";3;3;3;3;3;"ACRARU"
2020;"STOC-rozo";3,0375;3,375;3,75;4,125;4,4625;"ACRARU"
1997;"STOC-rozo";6;6;6;6;6;"ACRRIS"
1998;"STOC-rozo";3;3;3;3;3;"ACRRIS"
1999;"STOC-rozo";3;3;3;3,75;4,425;"ACRRIS"
2000;"STOC-rozo";6,1125;7,125;8,25;9,375;10,3875;"ACRRIS"
2001;"STOC-rozo";3;3;3;3;3;"ACRRIS"
2002;"STOC-rozo";3;3;3;4,5;5,85;"ACRRIS"
2003;"STOC-rozo";3;3;3;3;3,875;"ACRRIS"
2004;"STOC-rozo";3,15;4,5;6;7,5;8,85;"ACRRIS"
2005;"STOC-rozo";3,025;3,25;3,5;3,75;3,975;"ACRRIS"
2006;"STOC-rozo";3;3;3,5;4;4;"ACRRIS"
2007;"STOC-rozo";3,15;4,5;6;6;12,75;"ACRRIS"
2008;"STOC-rozo";4,725;6,75;8,25;10,875;15,9375;"ACRRIS"
2009;"STOC-rozo";3;3;3;3,75;5,775;"ACRRIS"
2010;"STOC-rozo";3;3;3;3;5,7;"ACRRIS"
2011;"STOC-rozo";3;3;4,5;6;6;"ACRRIS"
2012;"STOC-rozo";1,959375;2,71875;4,5;6,75;8,775;"ACRRIS"
2013;"STOC-rozo";3;3;4,5;5;11,3;"ACRRIS"
2014;"STOC-rozo";6;6;6;6;6;"ACRRIS"
2015;"STOC-rozo";3;3;3;5;5,9;"ACRRIS"
2016;"STOC-rozo";3;3;3;3;3;"ACRRIS"
2017;"STOC-rozo";3;3;3;6;6;"ACRRIS"
2018;"STOC-rozo";3;3;3;5,25;9,825;"ACRRIS"
2019;"STOC-rozo";1,6125;2,625;3,75;4,5;4,5;"ACRRIS"
2020;"STOC-rozo";3,075;3,75;4,5;6,25;7,825;"ACRRIS"
1997;"STOC-rozo";4,7;11;18;23;27,5;"ACRSCH"
1998;"STOC-rozo";8,325;15,75;24;26,5;28,75;"ACRSCH"
1999;"STOC-rozo";7,675;9,25;11;15;18,6;"ACRSCH"
2000;"STOC-rozo";31,075;31,75;32,5;33,25;33,925;"ACRSCH"
2001;"STOC-rozo";3;3;4,5;7,5;10,65;"ACRSCH"
2002;"STOC-rozo";3,7875;7,875;11,5;22,75;35,425;"ACRSCH"
2003;"STOC-rozo";3;3,5;4,5;9,75;24,75;"ACRSCH"
2004;"STOC-rozo";3,35;5,75;8,25;11,25;18,3;"ACRSCH"
2005;"STOC-rozo";3;3;3;4,5;5,85;"ACRSCH"
2006;"STOC-rozo";3;3;6;12,5;16,85;"ACRSCH"
2007;"STOC-rozo";3;3;5,25;15;23,1;"ACRSCH"
2008;"STOC-rozo";7,35;9,75;13,5;18,75;24,3;"ACRSCH"
2009;"STOC-rozo";3,3375;4,875;10,25;16;27,975;"ACRSCH"
2010;"STOC-rozo";3,55;13,5;18;21,75;27,5375;"ACRSCH"
2011;"STOC-rozo";6,3;14;21;25,5;34,5;"ACRSCH"
2012;"STOC-rozo";4,6125;7,875;12;13,21875;15,5625;"ACRSCH"
2013;"STOC-rozo";3;3;15;16,5;24,4;"ACRSCH"
2014;"STOC-rozo";3,525;7,125;9,5;12,0555555555556;21,1138888888889;"ACRSCH"
2015;"STOC-rozo";4,2;12;13,5;17;24,6;"ACRSCH"
2016;"STOC-rozo";3,3;6;13;13,5;13,95;"ACRSCH"
2017;"STOC-rozo";5,5;9,75;12;12,75;23,5;"ACRSCH"
2018;"STOC-rozo";3,6;8;10;14;22,65;"ACRSCH"
2019;"STOC-rozo";3;3,75;5,25;12,25;23,725;"ACRSCH"
2020;"STOC-rozo";3,85;11,5;20;21,5;22,85;"ACRSCH"
1997;"STOC-rozo";36,2;38;40;48,5;56,15;"ACRSCI"
1998;"STOC-rozo";28;37;47;48,5;49,85;"ACRSCI"
1999;"STOC-rozo";37,15;38,5;40;44;47,6;"ACRSCI"
2000;"STOC-rozo";31,1;32;33;46,5;58,65;"ACRSCI"
2001;"STOC-rozo";13,4;16;26;35;55,8;"ACRSCI"
2002;"STOC-rozo";12,3;23;33;39;47,2;"ACRSCI"
2003;"STOC-rozo";12,375;24;30;37,5;54,175;"ACRSCI"
2004;"STOC-rozo";12,4;22,5;26;43;54,8;"ACRSCI"
2005;"STOC-rozo";4,4;12,5;22;40,5;66,375;"ACRSCI"
2006;"STOC-rozo";9,75;15,5;33;39,5;50,5;"ACRSCI"
2007;"STOC-rozo";5,4;17;32;40;64;"ACRSCI"
2008;"STOC-rozo";12,45;21;32;39;62,9;"ACRSCI"
2009;"STOC-rozo";14,4;22;24;32;58,4;"ACRSCI"
2010;"STOC-rozo";13,95;32;35;41;61,8;"ACRSCI"
2011;"STOC-rozo";18,25;27,5;30;45;56,25;"ACRSCI"
2012;"STOC-rozo";6,25;22,5;31;32,375;46,85;"ACRSCI"
2013;"STOC-rozo";7,925;22,75;30,5;47,25;62,975;"ACRSCI"
2014;"STOC-rozo";8,2;30;31;33,3333333333333;68,4;"ACRSCI"
2015;"STOC-rozo";16;22,5;28;34;42,25;"ACRSCI"
2016;"STOC-rozo";21,15;23;34;35,5;39,55;"ACRSCI"
2017;"STOC-rozo";17,2;32;37;41,25;53,525;"ACRSCI"
2018;"STOC-rozo";18,825;21,75;25,5;31,75;44,975;"ACRSCI"
2019;"STOC-rozo";5,25;17;36;38,5;54;"ACRSCI"
2020;"STOC-rozo";22,45;26,5;30;36,25;47,725;"ACRSCI"
2002;"STOC-rozo";3;3;3;3;3;"AEGCAU"
2004;"STOC-rozo";3,075;3,75;4,5;5,25;5,925;"AEGCAU"
2006;"STOC-rozo";3;3;3;3;3;"AEGCAU"
2007;"STOC-rozo";6;6;6;9;11,7;"AEGCAU"
2009;"STOC-rozo";3;3;3;3;3;"AEGCAU"
2010;"STOC-rozo";9;9;9;9;9;"AEGCAU"
2012;"STOC-rozo";3,80625;4,3125;4,875;5,4375;5,94375;"AEGCAU"
2014;"STOC-rozo";3;3;3;3;3;"AEGCAU"
2015;"STOC-rozo";3,225;5,25;7,5;9,75;11,775;"AEGCAU"
2016;"STOC-rozo";3;3;3;3;3;"AEGCAU"
2017;"STOC-rozo";6;6;6;6;6;"AEGCAU"
2018;"STOC-rozo";3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;"AEGCAU"
2020;"STOC-rozo";3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;3,33333333333333;"AEGCAU"
1999;"STOC-rozo";3;3;3;3;3;"CETCET"
2000;"STOC-rozo";3;3;3;3;3;"CETCET"
2001;"STOC-rozo";3;3;3;4,5;5,85;"CETCET"
2002;"STOC-rozo";3;3;3;8;8,9;"CETCET"
2003;"STOC-rozo";2,05;2,5;3;3,5;3,95;"CETCET"
2004;"STOC-rozo";5,05;5,5;6;6;6;"CETCET"
2005;"STOC-rozo";3;3;3;3;3;"CETCET"
2006;"STOC-rozo";6;6;6;6;6;"CETCET"
2007;"STOC-rozo";3;3,25;4,25;5,625;6,875;"CETCET"
2008;"STOC-rozo";3;3;3,75;5,625;6;"CETCET"
2009;"STOC-rozo";3;3,375;4,5;5,625;6;"CETCET"
2010;"STOC-rozo";1,65;3;3;3;3,9;"CETCET"
2011;"STOC-rozo";3,075;3,75;4,5;4,75;4,975;"CETCET"
2012;"STOC-rozo";3,025;3,25;3,5;3,75;3,975;"CETCET"
2013;"STOC-rozo";3;3;3;3;3;"CETCET"
2014;"STOC-rozo";3;3;3;3,72222222222222;4,37222222222222;"CETCET"
2015;"STOC-rozo";1,86666666666667;3;3;3;4,275;"CETCET"
2016;"STOC-rozo";3;3;3;3;3;"CETCET"
2017;"STOC-rozo";3;3;3;3;5,7;"CETCET"
2018;"STOC-rozo";3;3;3,5;4,5;5,85;"CETCET"
2019;"STOC-rozo";1,6875;3;3,75;5,625;7,3125;"CETCET"
