"YEAR";"HABITAT";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"ESPECE"
2020;"Terrestre";1,88125;1,9375;2;2,5;2,95;"EMBSCH"
1989;"Terrestre";1,38173076923077;1,81730769230769;2,30128205128205;2,78525641025641;3,22083333333333;"ERIRUB"
1990;"Terrestre";0,613445378151261;0,731707317073171;1,04166666666667;4,23076923076923;4,90909090909091;"ERIRUB"
1991;"Terrestre";0,704044117647059;1,95884146341463;2,70833333333333;3,76704545454545;4,79318181818182;"ERIRUB"
1992;"Terrestre";0,560481212920237;1,04779411764706;1,8961038961039;3,15504807692308;3,94375;"ERIRUB"
1993;"Terrestre";0,821235521235521;1,21148459383754;2,53986866791745;3,9140625;4,859375;"ERIRUB"
1994;"Terrestre";1,01638719512195;1,61406025824964;2,61904761904762;4,9599358974359;7,26923076923077;"ERIRUB"
1995;"Terrestre";1,01904761904762;2,35294117647059;2,68292682926829;3,75;5,37179487179487;"ERIRUB"
1996;"Terrestre";0,918918918918919;1,80875576036866;2,66006097560976;3,42647058823529;5,5125;"ERIRUB"
1997;"Terrestre";0,832981418918919;1,30580357142857;1,88555347091932;3,29963235294118;4,478125;"ERIRUB"
1998;"Terrestre";0,980769230769231;1,66666666666667;2,43243243243243;3,75;10,3647058823529;"ERIRUB"
1999;"Terrestre";0,979801829268293;1,42056690837179;2,04081632653061;4,53125;16,096875;"ERIRUB"
2000;"Terrestre";0,412698412698413;1,40625;1,8;3,4375;13,65;"ERIRUB"
2001;"Terrestre";0,858319256756757;1,69005102040816;2,85714285714286;6,03846153846154;8,640625;"ERIRUB"
2002;"Terrestre";0,880489864864865;1,96774193548387;3,06122448979592;5,5;9,49166666666667;"ERIRUB"
2003;"Terrestre";0,952702702702703;1,7156862745098;2,5;4,9;7,93269230769231;"ERIRUB"
2004;"Terrestre";1,22512755102041;2,02083333333333;3,3974358974359;5,33333333333333;10;"ERIRUB"
2005;"Terrestre";1,11645299145299;2,31410256410256;3,70833333333333;5;9,25;"ERIRUB"
2006;"Terrestre";0,855451127819549;2;3;4,73684210526316;6,69843749999999;"ERIRUB"
2007;"Terrestre";0,979166666666667;2,40384615384615;3,46153846153846;5,16666666666667;9,61111111111111;"ERIRUB"
2008;"Terrestre";1,32463768115942;2,5;3,46153846153846;5,25;12,3;"ERIRUB"
2009;"Terrestre";1,03942652329749;2,10526315789474;3,75;6;9,64285714285714;"ERIRUB"
2010;"Terrestre";0,907142857142857;2,72727272727273;3,75;5,94230769230769;9,353125;"ERIRUB"
2011;"Terrestre";1,00408163265306;3;4,73684210526316;6,85714285714286;10,8;"ERIRUB"
2012;"Terrestre";1,21803069053708;3,03947368421053;4,04545454545454;5,54328358208955;8,01771255060729;"ERIRUB"
2013;"Terrestre";1,03869047619048;2,5;3,75;6;10,5466448445172;"ERIRUB"
2014;"Terrestre";1,30192307692308;2,59033613445378;3,88992537313433;6;9,2625;"ERIRUB"
2015;"Terrestre";1,47058823529412;3;5;6,66666666666667;11,650641025641;"ERIRUB"
2016;"Terrestre";1,9;3,33333333333333;5,64393939393939;7,94444444444444;10,690625;"ERIRUB"
2017;"Terrestre";1,99375;3;4,16666666666667;6,20192307692308;8,58285714285714;"ERIRUB"
2018;"Terrestre";1,49821428571429;3;5;6,66666666666667;11,7125;"ERIRUB"
2019;"Terrestre";1,52960526315789;3;4,5;6,83333333333333;11,1525974025974;"ERIRUB"
2020;"Terrestre";1,80803571428571;3;4,16666666666667;6,04166666666667;8,71666666666667;"ERIRUB"
1990;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"FICUCA"
1991;"Terrestre";0,942908653846154;0,991586538461538;1,04567307692308;1,09975961538462;1,1484375;"FICUCA"
1993;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"FICUCA"
1994;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"FICUCA"
1995;"Terrestre";1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;"FICUCA"
2000;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"FICUCA"
2003;"Terrestre";2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;"FICUCA"
2005;"Terrestre";2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;"FICUCA"
2007;"Terrestre";2,14285714285714;2,14285714285714;2,14285714285714;2,14285714285714;2,14285714285714;"FICUCA"
2009;"Terrestre";1,18990384615385;1,51442307692308;1,875;1,9375;1,99375;"FICUCA"
2010;"Terrestre";0,882589285714286;1,11160714285714;1,36607142857143;1,62053571428571;1,84955357142857;"FICUCA"
2012;"Terrestre";1,5;1,5;1,5;1,5;1,5;"FICUCA"
2013;"Terrestre";2,03120805369128;2,31208053691275;2,57169005491153;3,04545454545455;3,90454545454545;"FICUCA"
2014;"Terrestre";2;2;2,76470588235294;3,77205882352941;4,42720588235294;"FICUCA"
2015;"Terrestre";0,919047619047619;1,47619047619048;2,09523809523809;2,71428571428571;3,27142857142857;"FICUCA"
2016;"Terrestre";1,09636699507389;1,32081280788177;1,57019704433498;1,81958128078818;2,04402709359606;"FICUCA"
2017;"Terrestre";4,5;4,5;4,5;4,5;4,5;"FICUCA"
2018;"Terrestre";4;4;4;4;4;"FICUCA"
2019;"Terrestre";1,36727528089888;1,54166666666667;1,77083333333333;1,96875;2,875;"FICUCA"
2020;"Terrestre";1,1875;1,49038461538462;1,82692307692308;2,16346153846154;2,46634615384615;"FICUCA"
1989;"Terrestre";1;1;1;1;1;"FRICOE"
1990;"Terrestre";0,595588235294118;1;1,15384615384615;2,1875;3,48932926829268;"FRICOE"
1991;"Terrestre";0,713831478537361;1,25;1,42857142857143;1,5;1,9359756097561;"FRICOE"
1992;"Terrestre";0,517857142857143;0,784313725490196;1;1,25;2,08042188529993;"FRICOE"
1993;"Terrestre";0,946875;1,0952380952381;1,25;1,37880067567568;1,66215701219512;"FRICOE"
1994;"Terrestre";0,670036764705882;1,29201680672269;1,67619542619543;2,13795731707317;3,60594512195122;"FRICOE"
1995;"Terrestre";0,653846153846154;0,882352941176471;1,875;2,94117647058824;3,23414634146341;"FRICOE"
1996;"Terrestre";0,86218487394958;0,9375;2;2,43243243243243;3,03658536585366;"FRICOE"
1997;"Terrestre";0,739495798319328;0,928981348637016;1;1,23310810810811;1,78125;"FRICOE"
1998;"Terrestre";0,476947535771065;1,03641456582633;1,25;2,34375;2,90967987804878;"FRICOE"
1999;"Terrestre";0,630164260826282;1,30335365853659;1,875;2,99619932432432;5,6472972972973;"FRICOE"
2000;"Terrestre";0,952008928571429;1,08843537414966;1,23310810810811;3,05;5,825;"FRICOE"
2001;"Terrestre";0,985243055555556;1,37755102040816;2,25563909774436;3,30592105263158;5,178125;"FRICOE"
2002;"Terrestre";0,990476190476191;1,58065149136578;2,125;2,67045454545455;7,59374999999998;"FRICOE"
2003;"Terrestre";0,838610038610039;1,22448979591837;2,72727272727273;4,61538461538461;7,15384615384615;"FRICOE"
2004;"Terrestre";0,960335747202107;1,62280701754386;2,14285714285714;3,97368421052632;5,85833333333333;"FRICOE"
2005;"Terrestre";0,925446428571429;2;3;4,18831168831169;7,75;"FRICOE"
2006;"Terrestre";0,857142857142857;1,48790322580645;2,65625;5;8;"FRICOE"
2007;"Terrestre";0,857142857142857;1,76470588235294;2,22222222222222;3,33333333333333;5,45454545454546;"FRICOE"
2008;"Terrestre";1,02692307692308;2;2,32572115384615;4,33928571428571;8,73749999999999;"FRICOE"
2009;"Terrestre";0,971774193548387;2;2,5;4,82142857142857;7,36607142857143;"FRICOE"
2010;"Terrestre";0,857142857142857;1,875;2,81746031746032;5,11363636363636;11,659375;"FRICOE"
2011;"Terrestre";1,15384615384615;2;3;5;9;"FRICOE"
2012;"Terrestre";1,09210526315789;2,5;3,71428571428571;6;10,665;"FRICOE"
2013;"Terrestre";0,982142857142857;1,82291666666667;2,55434782608696;3,8125;9,375;"FRICOE"
2014;"Terrestre";1,01923076923077;2,5;3;4,15789473684211;8,21614583333333;"FRICOE"
2015;"Terrestre";1,621875;2,40131578947368;3;4,39772727272727;9,69047619047619;"FRICOE"
2016;"Terrestre";1,31079027355623;2,5;3;4,921875;9,775;"FRICOE"
2017;"Terrestre";1,66666666666667;2,5;3,08792372881356;4,61538461538461;10,425;"FRICOE"
2018;"Terrestre";1,94375;2,72727272727273;3,125;6;10,140625;"FRICOE"
2019;"Terrestre";1,51776315789474;2,5;3;4,26691729323308;9,67857142857143;"FRICOE"
2020;"Terrestre";1,62946428571429;2,14285714285714;3;4,64285714285714;8,81515151515152;"FRICOE"
1989;"Terrestre";0,576923076923077;0,576923076923077;0,576923076923077;0,576923076923077;0,576923076923077;"GARGLA"
1990;"Terrestre";0,757186411149826;0,986498257839721;1,3465250965251;1,91934121621622;2,72318412162162;"GARGLA"
1991;"Terrestre";0,579545454545454;0,886363636363636;1,07692307692308;1,33413461538462;1,82091346153846;"GARGLA"
1992;"Terrestre";0,603966346153846;0,847355769230769;0,96875;1,02272727272727;1,08409090909091;"GARGLA"
1993;"Terrestre";0,581730769230769;0,625;0,731707317073171;0,810810810810811;0,981081081081081;"GARGLA"
1994;"Terrestre";0,812599364069952;0,828696343402226;0,846581875993641;0,864467408585056;0,880564387917329;"GARGLA"
1995;"Terrestre";0,885110294117647;0,909926470588235;0,9375;1,46875;1,946875;"GARGLA"
1996;"Terrestre";0,631696428571428;0,691964285714286;0,825892857142857;0,953125;0,9953125;"GARGLA"
1997;"Terrestre";0,885110294117647;0,909926470588235;0,9375;1,18303571428571;1,40401785714286;"GARGLA"
1998;"Terrestre";0,722689075630252;0,798319327731092;0,882352941176471;1,37867647058824;1,82536764705882;"GARGLA"
1999;"Terrestre";1,0640625;2,203125;3,46875;4,734375;5,8734375;"GARGLA"
2000;"Terrestre";0,759375;0,84375;0,9375;1,06875;1,186875;"GARGLA"
2001;"Terrestre";0,728764478764479;0,905405405405405;1,2;1,23724489795918;1,8875;"GARGLA"
2002;"Terrestre";0,629464285714286;0,804435483870968;1,48387096774194;2;2,125;"GARGLA"
2003;"Terrestre";0,82007722007722;1,11111111111111;1,57894736842105;2;2,25524475524475;"GARGLA"
2004;"Terrestre";0,950352822580645;1,3125;1,88235294117647;2,82692307692308;8,48214285714285;"GARGLA"
2005;"Terrestre";0,631300403225806;1,17788461538462;2;2,14285714285714;3,74464285714286;"GARGLA"
2006;"Terrestre";0,973387096774194;1,375;1,671826625387;2,55681818181818;4,01298701298701;"GARGLA"
2007;"Terrestre";1,19323671497585;1,62538699690402;2;2,45192307692308;6,13392857142857;"GARGLA"
2008;"Terrestre";0,795833333333333;2,07142857142857;2,5;3;3,63333333333333;"GARGLA"
2009;"Terrestre";0,73125;1,625;2;2,5;3,49553571428571;"GARGLA"
2010;"Terrestre";1,02083333333333;1,9375;2,30769230769231;3;5,925;"GARGLA"
2011;"Terrestre";1,23214285714286;1,66666666666667;2,5;3;6,48;"GARGLA"
2012;"Terrestre";1,5375;2,07894736842105;2,70691994572592;3,13235294117647;6;"GARGLA"
2013;"Terrestre";0,733035714285714;1,60087719298246;2,10526315789474;3;6,89999999999999;"GARGLA"
2014;"Terrestre";1,31785714285714;1,875;2,72727272727273;3;4,77884615384615;"GARGLA"
2015;"Terrestre";1,54419642857143;2,475;3;3;5,36538461538461;"GARGLA"
2016;"Terrestre";1,0078125;1,66666666666667;2,5;3;6;"GARGLA"
2017;"Terrestre";1,04464285714286;1,94196428571429;2,5;3;4,125;"GARGLA"
2018;"Terrestre";1,76116071428571;2,37692307692308;3;3;9,51136363636364;"GARGLA"
2019;"Terrestre";1,38214285714286;2;2,5;3;4,89166666666666;"GARGLA"
2020;"Terrestre";1,2625;2,5;2,86363636363636;4,46428571428571;5,825;"GARGLA"
1990;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"HIPICT"
1991;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"HIPICT"
1992;"Terrestre";0,810810810810811;0,810810810810811;0,810810810810811;0,810810810810811;0,810810810810811;"HIPICT"
1997;"Terrestre";1,021875;1,21875;1,4375;1,65625;1,853125;"HIPICT"
2001;"Terrestre";1,00384615384615;1,03846153846154;1,07692307692308;1,11538461538462;1,15;"HIPICT"
2002;"Terrestre";4,61538461538461;4,61538461538461;4,61538461538461;4,61538461538461;4,61538461538461;"HIPICT"
2004;"Terrestre";1,875;1,875;1,875;1,875;1,875;"HIPICT"
2005;"Terrestre";1,06900452488688;2,74886877828054;4,61538461538461;6,68269230769231;8,54326923076923;"HIPICT"
2006;"Terrestre";2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;2,30769230769231;"HIPICT"
2007;"Terrestre";2,5;2,5;2,5;2,91666666666667;3,29166666666667;"HIPICT"
2008;"Terrestre";2,52403846153846;2,74038461538462;2,98076923076923;3,22115384615385;3,4375;"HIPICT"
2010;"Terrestre";2,76398601398601;3,09440559440559;3,46153846153846;4,45804195804196;5,35489510489511;"HIPICT"
2011;"Terrestre";2,74772727272727;2,93181818181818;4;8,25;17,025;"HIPICT"
2012;"Terrestre";3,2875;5,875;8,75;8,875;8,9875;"HIPICT"
2013;"Terrestre";3;3;3;3,16666666666667;3,31666666666667;"HIPICT"
2014;"Terrestre";3,05;3,5;4;7,83333333333333;11,2833333333333;"HIPICT"
2015;"Terrestre";3;3;3;4,5;5,85;"HIPICT"
2016;"Terrestre";2,32692307692308;2,5;3;3;8,4;"HIPICT"
2017;"Terrestre";2,5;2,5;2,5;2,75;2,975;"HIPICT"
2018;"Terrestre";3;3;3;3;3;"HIPICT"
2019;"Terrestre";2,5;2,5;2,5;2,5;2,5;"HIPICT"
1989;"Terrestre";1,46875;1,70673076923077;1,97115384615385;2,23557692307692;2,47355769230769;"HIPPOL"
1990;"Terrestre";0,640106951871658;1,62990196078431;2,1875;2,82051282051282;4,54761904761905;"HIPPOL"
1991;"Terrestre";1,78400735294118;2,19951923076923;2,421875;3,05631868131868;4,16071428571429;"HIPPOL"
1992;"Terrestre";0,946875;1,21428571428571;2,54901960784314;3,11263736263736;3,73557692307692;"HIPPOL"
1993;"Terrestre";0,627186009538951;1,4527027027027;1,75824175824176;2,60164835164835;4,59615384615385;"HIPPOL"
1994;"Terrestre";0,843388030888031;1,27232142857143;1,89903846153846;1,98076923076923;2,77403846153846;"HIPPOL"
1995;"Terrestre";0,638392857142857;1,12637362637363;1,73076923076923;2,60504201680672;2,97857142857143;"HIPPOL"
1996;"Terrestre";0,888030888030888;1,64434523809524;2,87660256410256;4,07967032967033;4,61904761904762;"HIPPOL"
1997;"Terrestre";0,960714285714286;3,17857142857143;4,59615384615385;5,39423076923077;5,93942307692308;"HIPPOL"
1998;"Terrestre";1,1353021978022;1,71016483516484;2,62820512820513;3,42857142857143;3,68571428571429;"HIPPOL"
1999;"Terrestre";0,931122448979592;1,04591836734694;1,1734693877551;1,30102040816327;1,41581632653061;"HIPPOL"
2000;"Terrestre";0,920280612244898;0,9375;3,71428571428571;4;4,4;"HIPPOL"
2001;"Terrestre";0,870065789473684;1,5125;1,97649572649573;2,33928571428571;4,975;"HIPPOL"
2002;"Terrestre";0,736668861092824;1,92592592592593;2,85714285714286;4,30769230769231;9,76666666666667;"HIPPOL"
2003;"Terrestre";0,902777777777778;1,5;2,79220779220779;5,25;8,91923076923077;"HIPPOL"
2004;"Terrestre";0,866359447004608;2;3;6,66666666666667;11,6666666666667;"HIPPOL"
2005;"Terrestre";1,42857142857143;2;3,33333333333333;4,5;15,6666666666666;"HIPPOL"
2006;"Terrestre";1,27631578947368;1,96774193548387;3,33333333333333;6,125;16;"HIPPOL"
2007;"Terrestre";0,957142857142857;1,57894736842105;3,33333333333333;6,875;14,6818181818182;"HIPPOL"
2008;"Terrestre";1,15096153846154;1,57894736842105;2,5;6;10,0333333333333;"HIPPOL"
2009;"Terrestre";0,744642857142857;2,07142857142857;3;6,04347826086956;13,8333333333333;"HIPPOL"
2010;"Terrestre";1,38214285714286;2,67045454545455;4,14285714285714;6,10367892976589;15,6318181818182;"HIPPOL"
2011;"Terrestre";1,482;2,14285714285714;4;7,27272727272727;25,9;"HIPPOL"
2012;"Terrestre";1,47857142857143;2,72727272727273;3,75;5,42857142857143;18,275;"HIPPOL"
2013;"Terrestre";1,225;3;4;6,57142857142857;14,85;"HIPPOL"
2014;"Terrestre";1,33035714285714;2,5;4;6,66666666666667;16,0666666666667;"HIPPOL"
2015;"Terrestre";1,984375;2,67045454545455;5,25;6,75;14,5151515151515;"HIPPOL"
2016;"Terrestre";1,48392857142857;2,5;3,54166666666667;7,16489361702128;18,3647435897436;"HIPPOL"
2017;"Terrestre";1,76470588235294;3;5,45454545454546;7,59868421052632;21,7916666666667;"HIPPOL"
2018;"Terrestre";1,2086038961039;2,5;4,08333333333333;6,52272727272727;15,0208333333333;"HIPPOL"
2019;"Terrestre";1,64338235294118;3;5;6,78030303030303;13,2875;"HIPPOL"
2020;"Terrestre";2,17857142857143;3;4,16666666666667;6,33333333333333;11,2833333333333;"HIPPOL"
1990;"Terrestre";0,578693181818182;0,877840909090909;1,21022727272727;1,54261363636364;1,84176136363636;"HIRRUS"
1991;"Terrestre";0,553246753246753;0,623376623376623;0,701298701298701;0,779220779220779;0,849350649350649;"HIRRUS"
1994;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"HIRRUS"
2000;"Terrestre";1,66666666666667;1,66666666666667;1,66666666666667;1,66666666666667;1,66666666666667;"HIRRUS"
2001;"Terrestre";0,914285714285714;1,42857142857143;2;2,38888888888889;2,73888888888889;"HIRRUS"
2002;"Terrestre";0,775;1;1,15384615384615;2,88461538461538;2,98846153846154;"HIRRUS"
2003;"Terrestre";1,37727272727273;1,5;1,66666666666667;2,5;3,85;"HIRRUS"
2004;"Terrestre";1,0875;1,875;2,5;2,83333333333333;3;"HIRRUS"
2005;"Terrestre";1,54632352941176;2,1078431372549;2,75;4,0625;7,0625;"HIRRUS"
2006;"Terrestre";1;1;1;2,5;3,85;"HIRRUS"
2007;"Terrestre";1,15294117647059;2;2,5;3;9,6;"HIRRUS"
2008;"Terrestre";0,8;1,76470588235294;2,14285714285714;2,5;3,6;"HIRRUS"
2009;"Terrestre";2,5375;2,875;3,5;4,5;5,85;"HIRRUS"
2010;"Terrestre";2,0125;2,125;2,25;2,375;2,4875;"HIRRUS"
2011;"Terrestre";2,32211538461538;2,45192307692308;2,75;3,5;4,85;"HIRRUS"
2012;"Terrestre";1,02142857142857;1,21428571428571;1,42857142857143;3,71428571428571;5,77142857142857;"HIRRUS"
2013;"Terrestre";1,43003731343284;2,21082089552239;2,61363636363636;5,04545454545455;11,3045454545455;"HIRRUS"
2014;"Terrestre";2,72727272727273;2,72727272727273;2,72727272727273;3,50649350649351;4,20779220779221;"HIRRUS"
2015;"Terrestre";2,51136363636364;2,61363636363636;2,72727272727273;3,50649350649351;4,20779220779221;"HIRRUS"
2016;"Terrestre";3,1125;4,125;5,25;6,375;7,3875;"HIRRUS"
2017;"Terrestre";2,5;2,5;2,55434782608696;2,6231884057971;2,66231884057971;"HIRRUS"
2018;"Terrestre";2,125;2,30263157894737;2,5;4,25;5,825;"HIRRUS"
2019;"Terrestre";2,5;2,5;2,5;2,59328358208955;2,67723880597015;"HIRRUS"
2020;"Terrestre";2,5;2,5;2,5;2,5;2,5;"HIRRUS"
2002;"Terrestre";2,89285714285714;3,21428571428571;3,57142857142857;3,92857142857143;4,25;"JYNTOR"
2004;"Terrestre";0,86984126984127;0,984126984126984;1,11111111111111;1,26984126984127;1,41269841269841;"JYNTOR"
2005;"Terrestre";0,9;1,28571428571429;1,57142857142857;1,86263736263736;2,26318681318681;"JYNTOR"
2006;"Terrestre";1,42857142857143;1,42857142857143;1,42857142857143;1,42857142857143;1,42857142857143;"JYNTOR"
2007;"Terrestre";0,725;0,821428571428571;1,00549450549451;1,95913461538462;4,13341346153846;"JYNTOR"
2008;"Terrestre";1,29642857142857;1,39285714285714;1,96428571428571;2,625;2,9625;"JYNTOR"
2009;"Terrestre";1,29642857142857;1,39285714285714;1,54761904761905;1,953125;2,7265625;"JYNTOR"
2010;"Terrestre";1,02142857142857;1,21428571428571;1,42857142857143;1,65178571428571;1,85267857142857;"JYNTOR"
2011;"Terrestre";1,18961538461538;1,47473684210526;1,78947368421053;2;2,125;"JYNTOR"
2012;"Terrestre";0,898214285714286;1,26785714285714;1,67857142857143;2,08928571428571;2,45892857142857;"JYNTOR"
2013;"Terrestre";1,75357142857143;2,10714285714286;2,5;3,25;3,925;"JYNTOR"
2014;"Terrestre";2,5;2,5;2,5;2,5;2,5;"JYNTOR"
2015;"Terrestre";1,29304511278195;1,35902255639098;1,43233082706767;1,50563909774436;1,57161654135338;"JYNTOR"
2016;"Terrestre";2,15178571428571;2,23214285714286;2,32142857142857;2,41071428571429;2,49107142857143;"JYNTOR"
2017;"Terrestre";2,5375;2,875;3;3,75;5,775;"JYNTOR"
2018;"Terrestre";1,90707236842105;2,19572368421053;2,51644736842105;2,83717105263158;3,12582236842105;"JYNTOR"
2019;"Terrestre";1,07142857142857;1,07142857142857;1,07142857142857;1,07142857142857;1,07142857142857;"JYNTOR"
1992;"Terrestre";0,813978040540541;0,842483108108108;0,874155405405405;0,905827702702703;0,93433277027027;"LANRIO"
1993;"Terrestre";0,810810810810811;0,810810810810811;0,810810810810811;0,810810810810811;0,810810810810811;"LANRIO"
1994;"Terrestre";1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;"LANRIO"
1996;"Terrestre";1,021875;1,21875;1,4375;1,65625;1,853125;"LANRIO"
1997;"Terrestre";1,875;1,875;1,875;1,875;1,875;"LANRIO"
1998;"Terrestre";1,04375;1,4375;1,875;6,9375;11,49375;"LANRIO"
1999;"Terrestre";6;6;6;6;6;"LANRIO"
2000;"Terrestre";0,81714527027027;0,874155405405405;0,9375;1,39467592592593;1,80613425925926;"LANRIO"
2001;"Terrestre";0,94375;1;1,05263157894737;2,85714285714286;3,28571428571429;"LANRIO"
2002;"Terrestre";1,03214285714286;1,32142857142857;1,71428571428571;2,24074074074074;2,89074074074074;"LANRIO"
2003;"Terrestre";1,50592105263158;1,55921052631579;2,17836257309941;2,87280701754386;3,12938596491228;"LANRIO"
2004;"Terrestre";1,03076923076923;1,42857142857143;3,33333333333333;6,11111111111111;10,8631578947368;"LANRIO"
2005;"Terrestre";1;1,1510989010989;2,32142857142857;4,01315789473684;6,88611111111111;"LANRIO"
2006;"Terrestre";1,03928571428571;1,35989010989011;1,81985294117647;5,05263157894737;9,54166666666667;"LANRIO"
2007;"Terrestre";1,72310924369748;1,94117647058824;2,87087912087912;4,25986842105263;6,97149122807017;"LANRIO"
2008;"Terrestre";0,628629032258065;1,35714285714286;2,1875;2,89285714285714;4,12083333333333;"LANRIO"
2009;"Terrestre";0,971428571428571;1,42857142857143;3,15789473684211;3,75;5,44444444444444;"LANRIO"
2010;"Terrestre";1,20827067669173;1,78947368421053;2,5;2,65625;2,85044642857143;"LANRIO"
2011;"Terrestre";1,65296052631579;2;2,6865671641791;3,86363636363636;6,23684210526316;"LANRIO"
2012;"Terrestre";0,9;1,20805369127517;1,875;2,72727272727273;8,13815789473684;"LANRIO"
2013;"Terrestre";1,01785714285714;1,99013157894737;2,5;3,86363636363636;5,81578947368421;"LANRIO"
2014;"Terrestre";1,67863175675676;2,55681818181818;3;3,28947368421053;5,775;"LANRIO"
2015;"Terrestre";0,898660714285714;2,72727272727273;3,02542372881356;4,49013157894737;7,3125;"LANRIO"
2016;"Terrestre";1,54017857142857;2,5;3,26923076923077;4,71428571428571;10,625;"LANRIO"
2017;"Terrestre";1,01607142857143;2,03125;2,75;3;5,67358299595142;"LANRIO"
2018;"Terrestre";1,01964285714286;1,78125;2,32142857142857;3,671875;8,26184210526316;"LANRIO"
2019;"Terrestre";1,74166666666667;2,03571428571429;2,32142857142857;3,5625;7,15688259109312;"LANRIO"
2020;"Terrestre";1,675;2,5;2,63888888888889;3;3,9;"LANRIO"
1992;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"LOCNAE"
1993;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"LOCNAE"
1995;"Terrestre";1,875;1,875;1,875;1,875;1,875;"LOCNAE"
1998;"Terrestre";6;6;6;6;6;"LOCNAE"
1999;"Terrestre";1,875;1,875;1,875;1,875;1,875;"LOCNAE"
2000;"Terrestre";1,66666666666667;1,66666666666667;1,66666666666667;1,66666666666667;1,66666666666667;"LOCNAE"
2001;"Terrestre";2,77777777777778;2,77777777777778;2,77777777777778;2,77777777777778;2,77777777777778;"LOCNAE"
2002;"Terrestre";1,11904761904762;1,19047619047619;1,26984126984127;1,34920634920635;1,42063492063492;"LOCNAE"
2003;"Terrestre";0,753968253968254;1,11111111111111;1,57894736842105;2;4,35384615384615;"LOCNAE"
2004;"Terrestre";0,950520833333333;1,06770833333333;1,18055555555556;1,85855263157895;3,5016447368421;"LOCNAE"
2005;"Terrestre";0,875223214285714;1,53439153439153;1,96774193548387;2,27631578947368;4,4375;"LOCNAE"
2006;"Terrestre";0,848684210526316;1,38157894736842;1,97368421052632;2,56578947368421;3,09868421052632;"LOCNAE"
2007;"Terrestre";1,06842105263158;1,68421052631579;2,36842105263158;2,43421052631579;2,49342105263158;"LOCNAE"
2008;"Terrestre";1,20879120879121;2;2,72727272727273;3;3,12631578947368;"LOCNAE"
2009;"Terrestre";1,20698380566802;1,63875598086124;2,15909090909091;2,875;3,875;"LOCNAE"
2010;"Terrestre";2,04615384615385;2,30769230769231;2,72727272727273;3,73205741626794;7,08552631578947;"LOCNAE"
2011;"Terrestre";1,6375;2,41071428571429;2,86363636363636;3,5;6,07894736842105;"LOCNAE"
2012;"Terrestre";1,66964285714286;2,5;2,80434782608696;3;3,67344497607656;"LOCNAE"
2013;"Terrestre";1,77631578947368;2,45805369127517;2,5;3;5,54166666666667;"LOCNAE"
2014;"Terrestre";1,66666666666667;1,85402684563758;2,45805369127517;4,88175675675676;5,95945945945946;"LOCNAE"
2015;"Terrestre";0,614285714285714;2,08333333333333;2,5;3,45652173913043;4,83695652173913;"LOCNAE"
2016;"Terrestre";1,19047619047619;1,66666666666667;2,5;2,5;3;"LOCNAE"
2017;"Terrestre";2,5;3;3;3,88888888888889;6,91428571428571;"LOCNAE"
2018;"Terrestre";1,24666666666667;1,66666666666667;3;3;5,7;"LOCNAE"
2019;"Terrestre";2,5;2,5;3;3;5,7;"LOCNAE"
2020;"Terrestre";1,90625;2,1875;2,5;2,75;2,975;"LOCNAE"
2002;"Terrestre";2,16071428571429;2,32142857142857;2,5;2,67857142857143;2,83928571428571;"LOXCUR"
2003;"Terrestre";7,14285714285714;7,14285714285714;7,14285714285714;7,14285714285714;7,14285714285714;"LOXCUR"
2004;"Terrestre";1,42857142857143;1,42857142857143;1,42857142857143;1,42857142857143;1,42857142857143;"LOXCUR"
2005;"Terrestre";2,14285714285714;2,14285714285714;2,14285714285714;2,14285714285714;2,14285714285714;"LOXCUR"
2006;"Terrestre";1,9047619047619;1,9047619047619;1,9047619047619;1,9047619047619;1,9047619047619;"LOXCUR"
2007;"Terrestre";2,85714285714286;2,85714285714286;2,85714285714286;2,85714285714286;2,85714285714286;"LOXCUR"
2008;"Terrestre";0,714285714285714;0,714285714285714;0,714285714285714;0,714285714285714;0,714285714285714;"LOXCUR"
2009;"Terrestre";4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;"LOXCUR"
2011;"Terrestre";7,5;7,5;7,5;7,5;7,5;"LOXCUR"
2017;"Terrestre";1,875;1,875;1,875;1,875;1,875;"LOXCUR"
2018;"Terrestre";5,015625;5,15625;5,3125;5,46875;5,609375;"LOXCUR"
