"SP";"YEAR";"AGE_first";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"HABITAT"
"ERIRUB";1994;"JUV";"Court";16,0184210526316;16,1953298739807;17,5135135135135;18,5497963717142;18,9544520547945;"Terrestre"
"PARCAE";1994;"JUV";"Court";10,15625;10,15625;10,15625;10,15625;10,15625;"Terrestre"
"SYLATR";1994;"JUV";"Court";16,2827529021559;16,8275290215589;17,4328358208955;17,5649027589326;17,683763003166;"Terrestre"
"ERIRUB";1995;"JUV";"Court";15,1683673469388;15,7808219178082;16,4571428571429;17,8247471405615;18,2535211267606;"Terrestre"
"PHYCOL";1995;"JUV";"Court";6,78204545454545;6,92045454545455;7,07424242424242;7,2280303030303;7,36643939393939;"Terrestre"
"PRUMOD";1995;"JUV";"Court";17,3805970149254;17,3805970149254;17,3805970149254;17,3805970149254;17,3805970149254;"Terrestre"
"SYLATR";1995;"JUV";"Court";17,2421801643192;17,2968016431925;17,3574921752739;17,4181827073552;17,4728041862285;"Terrestre"
"TROTRO";1995;"JUV";"Court";7,81395348837209;7,81395348837209;7,81395348837209;7,81395348837209;7,81395348837209;"Terrestre"
"TURMER";1995;"JUV";"Court";81,1751827116935;82,2596396169355;82,997311827957;85,0409836065574;89,6516393442623;"Terrestre"
"AEGCAU";1996;"JUV";"Court";8,16255183413078;8,36236044657097;8,64191063174114;9,00832049306626;9,44265023112481;"Terrestre"
"ERIRUB";1996;"JUV";"Court";15,0475352112676;15,4633204633205;16,3885714285714;16,4571428571429;16,9219387755102;"Terrestre"
"PARCAE";1996;"JUV";"Court";10,546568627451;10,8333333333333;10,8333333333333;10,8333333333333;13;"Terrestre"
"PARMAJ";1996;"JUV";"Court";15,9804200913242;16,4480519480519;16,6644736842105;17,3493150684932;18,3831168831169;"Terrestre"
"PHYCOL";1996;"JUV";"Court";6,36833084947839;6,65573770491803;6,65573770491803;7,0060396893874;7,34944178628389;"Terrestre"
"PRUMOD";1996;"JUV";"Court";17,4745665057068;18,2474789915966;18,866281512605;19,3539563213345;19,9099424751244;"Terrestre"
"SYLATR";1996;"JUV";"Court";15,21904342723;15,3154342723005;15,4225352112676;16,2995028997514;17,0887738193869;"Terrestre"
"TROTRO";1996;"JUV";"Court";9;9;9;9;9;"Terrestre"
"TURMER";1996;"JUV";"Court";83,6542247122956;83,6576317383404;83,6614173228347;84,8307086614173;85,8830708661417;"Terrestre"
"TURPHI";1996;"JUV";"Court";71,2173913043478;71,2173913043478;71,2173913043478;71,2173913043478;71,2173913043478;"Terrestre"
"PARCAE";1997;"JUV";"Court";10,15625;10,15625;10,15625;10,15625;10,15625;"Terrestre"
"PHYCOL";1997;"JUV";"Court";6,78416666666667;6,94166666666667;7,06140350877193;7,22173489278752;7,48884015594542;"Terrestre"
"TURPHI";1997;"JUV";"Court";68,4152542372881;68,4152542372881;68,4152542372881;68,4152542372881;68,4152542372881;"Terrestre"
"ERIRUB";1998;"JUV";"Court";14,7945205479452;15,7620779220779;17,0032799536948;17,3314285714286;18,9640748601196;"Terrestre"
"PARCAE";1998;"JUV";"Court";12,8030303030303;12,8030303030303;12,8030303030303;12,8030303030303;12,8030303030303;"Terrestre"
"PARMAJ";1998;"JUV";"Court";15,0208108108108;16,5555555555556;16,7887323943662;17,6447368421053;19,3825210084034;"Terrestre"
"PHYCOL";1998;"JUV";"Court";6,54838709677419;6,65573770491803;7;7,38181818181818;7,98153153153153;"Terrestre"
"PRUMOD";1998;"JUV";"Court";17,7231912442396;18,1351382488479;18,5928571428571;19,0821428571429;19,5225;"Terrestre"
"SYLATR";1998;"JUV";"Court";14,9391891891892;16,4507042253521;17;18;19,0631578947368;"Terrestre"
"TURMER";1998;"JUV";"Court";84,7247114880224;85,968919391502;87,3513726175905;88,733825843679;89,9780337471586;"Terrestre"
"TURPHI";1998;"JUV";"Court";66,887968384075;67,1653981264637;67,4736533957845;67,7819086651054;68,0593384074941;"Terrestre"
"AEGCAU";1999;"JUV";"Court";7,42524585921325;8,0695652173913;8,64912280701754;9,25238095238095;10,2137129665256;"Terrestre"
"ERIRUB";1999;"JUV";"Court";14,9594594594595;16,7835616438356;18,8936170212766;19,3359304764759;20,8233832058093;"Terrestre"
"FRICOE";1999;"JUV";"Court";18,5926829268293;19,9756097560976;21,5121951219512;22,4227642276423;23,2422764227642;"Terrestre"
"PARCAE";1999;"JUV";"Court";8,65079365079365;10,6225680933852;10,8333333333333;11,3492063492063;13,0524193548387;"Terrestre"
"PARMAJ";1999;"JUV";"Court";14,6024145468998;16,8971067548418;17,88;19,0078511610202;19,9006849315068;"Terrestre"
"PHYCOL";1999;"JUV";"Court";6,11278890600924;6,73214285714286;7,12280701754386;7,51851851851852;8,20827770360481;"Terrestre"
"PRUMOD";1999;"JUV";"Court";15,8840579710145;15,8840579710145;15,8840579710145;15,8840579710145;15,8840579710145;"Terrestre"
"PYRULA";1999;"JUV";"Court";21,7782040662651;21,8632906626506;21,9578313253012;22,2289156626506;22,4728915662651;"Terrestre"
"SYLATR";1999;"JUV";"Court";16,2887091038407;17;17,51;18,4010344827586;20,8975352112676;"Terrestre"
"TURMER";1999;"JUV";"Court";82,954822954823;85,3174603174603;85,3658536585366;88,7096774193548;98,5194052419355;"Terrestre"
"AEGCAU";2000;"JUV";"Court";7,20188053097345;7,93220338983051;8,0695652173913;8,14035087719298;9,53508771929825;"Terrestre"
"CETCET";2000;"JUV";"Court";14,0058333333333;14,0583333333333;14,1166666666667;14,175;14,2275;"Terrestre"
"ERIRUB";2000;"JUV";"Court";14,7945205479452;15,7808219178082;16,3274411570092;16,6530612244898;18,090989774262;"Terrestre"
"FRICOE";2000;"JUV";"Court";19,7647058823529;21;21,5121951219512;21,84;26,0757016840417;"Terrestre"
"PARCAE";2000;"JUV";"Court";9,23951612903226;10,3174603174603;10,6716417910448;11,171875;11,5815479056331;"Terrestre"
"PARMAJ";2000;"JUV";"Court";14,4943976115209;15,8184931506849;16,7887323943662;17,6447368421053;18,887323943662;"Terrestre"
"PASDOM";2000;"JUV";"Court";27,0909090909091;27,0909090909091;27,0909090909091;27,0909090909091;27,0909090909091;"Terrestre"
"PHYCOL";2000;"JUV";"Court";6,10526315789474;6,56603773584906;6,76666666666667;7,25;8,3943793911007;"Terrestre"
"PRUMOD";2000;"JUV";"Court";16,6045115332429;17,6286764705882;18,9309090909091;19,4326241134752;20,7575757575758;"Terrestre"
"PYRULA";2000;"JUV";"Court";19,8795731707317;20,8735518292683;21,3970727848101;21,7386806231743;21,9759615384615;"Terrestre"
"SYLATR";2000;"JUV";"Court";15,5936624472574;16,7702702702703;17,4788732394366;18,25;19,4564568764569;"Terrestre"
"TROTRO";2000;"JUV";"Court";8,17021276595745;8,47058823529412;8,81632653061225;9,19148936170213;9,71499556344277;"Terrestre"
"TURMER";2000;"JUV";"Court";70,7300275482094;76,844262295082;81,6929133858268;84,2696629213483;91,7355371900827;"Terrestre"
"TURPHI";2000;"JUV";"Court";57,6926150121065;62,6910696481983;63,9075630252101;63,9075630252101;63,9861344537815;"Terrestre"
"AEGCAU";2001;"JUV";"Court";6,94364406779661;7,70956284153005;7,93220338983051;8,24937343358396;9,15789473684211;"Terrestre"
"CETCET";2001;"JUV";"Court";12,7545454545455;13,9926829268293;14,3821138211382;14,9203720858422;15,3085507906553;"Terrestre"
"ERIRUB";2001;"JUV";"Court";14,0468493150685;15,36;16;16,5405405405405;18,2837987927565;"Terrestre"
"FRICOE";2001;"JUV";"Court";18,0873315419595;18,5682306738322;19,0578766140603;19,5145588235294;19,9064558823529;"Terrestre"
"PARCAE";2001;"JUV";"Court";9,064453125;9,888671875;10,3482462877624;10,6880717380838;12;"Terrestre"
"PARMAJ";2001;"JUV";"Court";14,3934;15,4137931034483;15,8933333333333;17;19,9444502837923;"Terrestre"
"PASDOM";2001;"JUV";"Court";24,5552738380041;24,9935278537252;25,4912554112554;26,0956944444444;26,8220694444444;"Terrestre"
"PHYCOL";2001;"JUV";"Court";6,02086956521739;6,56603773584906;6,88135593220339;7,86440677966102;9;"Terrestre"
"PRUMOD";2001;"JUV";"Court";15,4024264705882;17,1852992957746;17,892474916388;18,7474853990915;20,1470588235294;"Terrestre"
"PYRULA";2001;"JUV";"Court";18,8224936648717;19,3272151898734;19,7155537974684;20,442246835443;21,0939557926829;"Terrestre"
"SYLATR";2001;"JUV";"Court";14,6;15,7837837837838;16,7702702702703;17,52;18,7432432432432;"Terrestre"
"TROTRO";2001;"JUV";"Court";7,46666666666667;8,30769230769231;8,81632653061225;9,6;10,4347826086957;"Terrestre"
"TURMER";2001;"JUV";"Court";72,1564125178675;80,8848453099963;84;87,7445250984252;93,2549647018309;"Terrestre"
"TURPHI";2001;"JUV";"Court";59,3611273322888;64,9646423248882;66,1304347826087;68,6761819803747;74,1757415254237;"Terrestre"
"AEGCAU";2002;"JUV";"Court";7,00564516129032;7,84974724947963;8,14035087719298;8,44978783592645;8,895;"Terrestre"
"CETCET";2002;"JUV";"Court";11,1471202064897;12,4414916885389;13,2308362369338;14,79607771261;15,5328629032258;"Terrestre"
"ERIRUB";2002;"JUV";"Court";14,5944648648649;15,6521739130435;16,3591836734694;17,027027027027;18,2986721564591;"Terrestre"
"FRICOE";2002;"JUV";"Court";18,0596385542169;18,9307228915663;19,5707090275087;20,3057228915663;24,0000410396717;"Terrestre"
"PARCAE";2002;"JUV";"Court";9,219921875;9,88282608695652;10,3174603174603;10,812969924812;11,8518081157194;"Terrestre"
"PARMAJ";2002;"JUV";"Court";14,4504310344828;15,8827935418379;16,3703947368421;17,1148648648649;18,4707792207792;"Terrestre"
"PASDOM";2002;"JUV";"Court";26,482695129108;27,3582012910798;28,330985915493;29,1689651799687;29,9231465179969;"Terrestre"
"PHYCOL";2002;"JUV";"Court";6,03219031993437;6,67256637168142;6,90247933884298;7,36347826086956;8,08421052631579;"Terrestre"
"PRUMOD";2002;"JUV";"Court";15,7956408514493;17,5823757763975;18,0054671717172;19,1117238562092;20,6229978661045;"Terrestre"
"PYRULA";2002;"JUV";"Court";19,8762518142235;20,4939759036145;20,4969879518072;20,8424367331288;30,1150978915663;"Terrestre"
"SYLATR";2002;"JUV";"Court";15;16,0397222222222;16,8092105263158;17,6206896551724;19,495;"Terrestre"
"TROTRO";2002;"JUV";"Court";7,63951367781155;8,4628312863607;8,7907719609583;9,32741792369122;10,218316373728;"Terrestre"
"TURMER";2002;"JUV";"Court";72,1544715447154;80,7692307692308;84,7107438016529;88,8671875;99,3852459016394;"Terrestre"
"TURPHI";2002;"JUV";"Court";59,0116064362965;64;66,1304347826087;69,7021276595745;76,2890475467112;"Terrestre"
"AEGCAU";2003;"JUV";"Court";6,37687572143132;7,53289473684211;8;8,14035087719298;8,95192307692308;"Terrestre"
"CETCET";2003;"JUV";"Court";11,5017105263158;12,2;13,8870967741935;14,0583333333333;14,6836592741935;"Terrestre"
"ERIRUB";2003;"JUV";"Court";14,1738622493461;15,36;16,0498841698842;16,85653521736;18,4803384367446;"Terrestre"
"FRICOE";2003;"JUV";"Court";17,76;19,5157982261641;19,7931034482759;20,6337552742616;22,2710716498038;"Terrestre"
"PARCAE";2003;"JUV";"Court";7,69768656716418;9,8015873015873;10,3127383676583;10,7867602473927;11,722867803838;"Terrestre"
"PARMAJ";2003;"JUV";"Court";14,5788511319761;15,6842105263158;16,3031672297297;17,3133802816901;18,625;"Terrestre"
"PASDOM";2003;"JUV";"Court";22,1736512212644;24,4931506849315;25,8266666666667;26,8364338235294;33,33875;"Terrestre"
"PHYCOL";2003;"JUV";"Court";5,71081154315133;6,44444444444444;6,80816110227875;7,1900826446281;8,51851851851852;"Terrestre"
"PRUMOD";2003;"JUV";"Court";15,154313561682;17,2174010791367;18,1531843156843;19,3753650227125;20,4212754163963;"Terrestre"
"PYRULA";2003;"JUV";"Court";18,9025063513778;19,7992254733219;20,7439024390244;21,7317073170732;22,6784869240349;"Terrestre"
"SYLATR";2003;"JUV";"Court";14,7972972972973;16;16,7702702702703;17,4788732394366;19,571657557284;"Terrestre"
"TROTRO";2003;"JUV";"Court";5,30757446808511;8;8,72727272727273;9,12;10,2709139307897;"Terrestre"
"TURMER";2003;"JUV";"Court";65,2799239530523;80,5951746201013;83,3333333333333;87,8185835040984;94,249487704918;"Terrestre"
"TURPHI";2003;"JUV";"Court";56,74189875308;63,2318961795813;65,1150442477876;66,5017841213202;80,2737341772152;"Terrestre"
"AEGCAU";2004;"JUV";"Court";6,69733606557377;7,71735537190083;7,89025974025974;8,34687778768956;9,09868421052632;"Terrestre"
"CETCET";2004;"JUV";"Court";11,9821428571429;12,6313717285453;13,3090909090909;14,0665322580645;15,3549755184332;"Terrestre"
"ERIRUB";2004;"JUV";"Court";14,1971830985915;15,4285714285714;16,1052631578947;16,7671232876712;18,2440563380282;"Terrestre"
"FRICOE";2004;"JUV";"Court";16,6741265060241;19,8397267472412;20,2498936924167;21,3064257028112;23,6996666666667;"Terrestre"
"PARCAE";2004;"JUV";"Court";8,94503816793893;9,84848484848485;10,3174603174603;10,7518796992481;11,8650793650794;"Terrestre"
"PARMAJ";2004;"JUV";"Court";14,6657171052632;15,8933333333333;16,4480519480519;17,2238990305281;19,2189864864865;"Terrestre"
"PASDOM";2004;"JUV";"Court";21,3164769591611;23,2481330014225;24,6632420091324;25,8071895424837;28,1582191780822;"Terrestre"
"PHYCOL";2004;"JUV";"Court";6;6,57983193277311;6,88135593220339;7,25;8,44871194379391;"Terrestre"
"PRUMOD";2004;"JUV";"Court";15,580315842246;16,9692028985507;17,8695652173913;18,5928571428571;20,0864661654135;"Terrestre"
"PYRULA";2004;"JUV";"Court";17,8315217391304;19,6406398479569;20,7972972972973;21,0189873417722;21,6144054878049;"Terrestre"
"SYLATR";2004;"JUV";"Court";14,9727483443709;16,1168831168831;16,8690225083322;17,7285714285714;19,2638888888889;"Terrestre"
"TROTRO";2004;"JUV";"Court";7,90750515463917;8,40920716112532;9;9,64848484848485;10,6243404255319;"Terrestre"
"TURMER";2004;"JUV";"Court";70,3324427480916;80,4924242424242;84,3253968253968;88,1782945736434;93,7288996830646;"Terrestre"
"TURPHI";2004;"JUV";"Court";56,4344827586207;61,425;63,7232142857143;66,3;73,5337568058076;"Terrestre"
"AEGCAU";2005;"JUV";"Court";7,37015065913371;7,73333333333333;8;8,22938596491228;9,7225865880619;"Terrestre"
"CETCET";2005;"JUV";"Court";11,2196428571429;12,4259259259259;13,2166666666667;13,6409448818898;15,1144444444444;"Terrestre"
"ERIRUB";2005;"JUV";"Court";14,4125;15,5;16,237676056338;16,9822937625755;18,7259316026439;"Terrestre"
"FRICOE";2005;"JUV";"Court";18,2976851851852;18,9259259259259;20,3977485928705;21,0662789460619;22,9241014120668;"Terrestre"
"PARCAE";2005;"JUV";"Court";9,08925619834711;9,93766983695652;10,4244759029281;10,8333333333333;12,0939265050282;"Terrestre"
"PARMAJ";2005;"JUV";"Court";14,8002262315159;16,0365572257384;16,6644736842105;17,3493150684932;18,625;"Terrestre"
"PASDOM";2005;"JUV";"Court";20,9173076923077;24,9155629139073;25,9712964844544;26,5342465753425;28,5076287269069;"Terrestre"
"PHYCOL";2005;"JUV";"Court";6,27027027027027;6,65573770491803;6,85454545454545;7,1900826446281;7,85112230874943;"Terrestre"
"PRUMOD";2005;"JUV";"Court";14,5690298507463;17,000535366645;17,6142857142857;18,7230280748663;20,3948822463768;"Terrestre"
"PYRULA";2005;"JUV";"Court";18,4188336166753;20;20,4057692307692;21,1285056967572;23,1479112363508;"Terrestre"
"SYLATR";2005;"JUV";"Court";14,6;15,8486842105263;16,7;17,5;18,9119312342334;"Terrestre"
"TROTRO";2005;"JUV";"Court";7,76159554730983;8,3707596751075;8,74624505928854;9,29209183673469;10,6944664031621;"Terrestre"
"TURMER";2005;"JUV";"Court";70,8728652751423;80,3571428571429;83,7053571428571;88,4146341463415;96,8045112781955;"Terrestre"
"TURPHI";2005;"JUV";"Court";60,6858335910919;64,4664940364093;67,2879424778761;69,9977678571429;77,2902960401307;"Terrestre"
"AEGCAU";2006;"JUV";"Court";6,8135737704918;7,63157894736842;7,86440677966102;8,18823529411765;9,11052631578947;"Terrestre"
"CETCET";2006;"JUV";"Court";10,9923648648649;12,2;13,3134920634921;13,9283333333333;15,8024813895782;"Terrestre"
"ERIRUB";2006;"JUV";"Court";14,1673615247171;15,4285714285714;16,0796586059744;16,8;18,7397260273973;"Terrestre"
"FRICOE";2006;"JUV";"Court";17,0780268730831;18,5379746835443;20,0666666666667;20,8585858585859;22,1275257338925;"Terrestre"
"PARCAE";2006;"JUV";"Court";8,85191197691198;9,84848484848485;10,3291847041847;10,8333333333333;12,1219758064516;"Terrestre"
"PARMAJ";2006;"JUV";"Court";14,2837085526316;15,6842105263158;16,4480519480519;17,4105971348239;19,08783125;"Terrestre"
"PASDOM";2006;"JUV";"Court";16,6690914065474;22,9798109010011;25,3344594594595;25,8680555555556;31,0404681467181;"Terrestre"
"PHYCOL";2006;"JUV";"Court";5,89830508474576;6,525;6,796875;7,11320754716981;8,14035087719298;"Terrestre"
"PRUMOD";2006;"JUV";"Court";15,4470807726075;17,125;18,0590909090909;18,8623188405797;20,3965744400527;"Terrestre"
"PYRULA";2006;"JUV";"Court";20,7451688555347;20,7565666041276;20,7692307692308;22,1971153846154;23,4822115384615;"Terrestre"
"SYLATR";2006;"JUV";"Court";14,9943708609272;16,0922058823529;16,7702702702703;17,7464808558559;19,8142857142857;"Terrestre"
"TROTRO";2006;"JUV";"Court";7,62878787878788;8,64;8,94117647058824;9,7;10,5;"Terrestre"
"TURMER";2006;"JUV";"Court";73,1616982836495;79,2682926829268;82,6771653543307;85,6299212598425;93,5355091749545;"Terrestre"
"TURPHI";2006;"JUV";"Court";58,1689075630252;65,1130434782609;67,4050589836661;71,0275;84,5222806677019;"Terrestre"
"AEGCAU";2007;"JUV";"Court";6,76666666666667;7,73333333333333;8;8,54736842105263;9,52404371584699;"Terrestre"
"CETCET";2007;"JUV";"Court";11,3402423469388;12,3322704081633;12,8659029649596;14,3076923076923;15,20625;"Terrestre"
"ERIRUB";2007;"JUV";"Court";14,4;15,7183098591549;16,32;17,3918074519787;19,3186882488964;"Terrestre"
"FRICOE";2007;"JUV";"Court";18,4247895622896;19,9123517786561;20,5058139534884;21,0664556962025;24,0325152439024;"Terrestre"
"PARCAE";2007;"JUV";"Court";8,86363636363636;9,84848484848485;10,4838709677419;10,8671875;11,9222051380614;"Terrestre"
"PARMAJ";2007;"JUV";"Court";14,5185689310689;15,7992925948224;16,5555555555556;17,3493150684932;19,1283783783784;"Terrestre"
"PASDOM";2007;"JUV";"Court";23,5947418900544;24,8543074324324;25,6604440863103;28,589375;33,1251737451737;"Terrestre"
"PHYCOL";2007;"JUV";"Court";6,17029077117573;6,76666666666667;7,12280701754386;7,38181818181818;8,58243771043771;"Terrestre"
"PRUMOD";2007;"JUV";"Court";15,5681818181818;17,4871268656716;18,1810703902494;19,0208333333333;20,8569639328063;"Terrestre"
"PYRULA";2007;"JUV";"Court";17,9306511848716;20;20,6320754716981;21,3113728800553;22,6774367088608;"Terrestre"
"SYLATR";2007;"JUV";"Court";14,5175;16;16,9483665884194;18;20,2469202898551;"Terrestre"
"TROTRO";2007;"JUV";"Court";7,28103607770583;8,64;9;9,55;11,0173684210526;"Terrestre"
"TURMER";2007;"JUV";"Court";75,2011225994728;81,3244469653999;83,8268912808746;87,870448088843;96,6386554621849;"Terrestre"
"TURPHI";2007;"JUV";"Court";59,478718220339;62,6319545059403;66,0652173913043;70,0487068965517;78,0971846927776;"Terrestre"
"AEGCAU";2008;"JUV";"Court";6,44068610634648;7,48583333333333;7,86440677966102;8,14035087719298;9;"Terrestre"
"CETCET";2008;"JUV";"Court";12,3662593984962;12,7962406015038;13,3081494057725;14,1548579109063;15,6896300186741;"Terrestre"
"ERIRUB";2008;"JUV";"Court";14,1370574800152;15,5;16,0540540540541;16,7232088181261;18,2608695652174;"Terrestre"
"FRICOE";2008;"JUV";"Court";17,5463414634146;20,401850294365;20,8793103448276;21,9264705882353;22,5579973562459;"Terrestre"
"PARCAE";2008;"JUV";"Court";9,14346875;9,84848484848485;10,3174603174603;10,7358208955224;11,8181818181818;"Terrestre"
"PARMAJ";2008;"JUV";"Court";14,5874125874126;15,6842105263158;16,3287671232877;17,0285714285714;18,6693452380952;"Terrestre"
"PASDOM";2008;"JUV";"Court";19,1709681372549;24,5882675438596;25,965906196944;27,0326417004049;29,5849201474201;"Terrestre"
"PHYCOL";2008;"JUV";"Court";6,11606893339544;6,73214285714286;7,01612903225806;7,38181818181818;8;"Terrestre"
"PRUMOD";2008;"JUV";"Court";14,9195075757576;17,125;18,3638737922705;19,1397058823529;21,5969722000684;"Terrestre"
"PYRULA";2008;"JUV";"Court";17,3363507255326;18,52875;19,5180722891566;20,6;22,2795121014214;"Terrestre"
"SYLATR";2008;"JUV";"Court";14,6;15,953642384106;16,7291666666667;17,7499061561562;19,8142857142857;"Terrestre"
"TROTRO";2008;"JUV";"Court";7,65261121856867;8,64;9;9,6969696969697;11,774623655914;"Terrestre"
"TURMER";2008;"JUV";"Court";72,5970555138785;80,7692307692308;85,3057889822596;90;99,7042660208644;"Terrestre"
"TURPHI";2008;"JUV";"Court";55,8431415929204;62,5521778584392;66,0389933628319;69,5607837528604;77,1948770491803;"Terrestre"
"AEGCAU";2009;"JUV";"Court";7,17039215686274;7,52824324324324;7,86440677966102;8,18095927893127;9,37439032258065;"Terrestre"
"CETCET";2009;"JUV";"Court";11,6385439140597;12,0466050913299;12,7285052910053;13,9435483870968;14,4815909090909;"Terrestre"
"ERIRUB";2009;"JUV";"Court";14,1971830985915;15,5675675675676;16,2563265306122;17;18,8682031012466;"Terrestre"
"FRICOE";2009;"JUV";"Court";18,0842696629213;19;20,0232558139535;20,7864406779661;23,1390697674419;"Terrestre"
"PARCAE";2009;"JUV";"Court";8,96560615677563;9,88607448531113;10,3174603174603;10,8549136786189;11,8181818181818;"Terrestre"
"PARMAJ";2009;"JUV";"Court";14,6972789115646;15,7874352073365;16,4447156291984;17,1148648648649;18,625;"Terrestre"
"PASDOM";2009;"JUV";"Court";19,5992307692308;20,6307692307692;24,9967105263158;26,2389937106918;26,7618993710692;"Terrestre"
"PHYCOL";2009;"JUV";"Court";6,21428571428571;6,6140350877193;6,97074074074074;7,25;8,20712719298246;"Terrestre"
"PRUMOD";2009;"JUV";"Court";15,4589382561535;17,3768382352941;17,9874100719424;18,663768115942;20,2191485196966;"Terrestre"
"PYRULA";2009;"JUV";"Court";18,6619667211107;19,7612290148876;20,3550271387956;21,2075609322185;22,3359697106691;"Terrestre"
"SYLATR";2009;"JUV";"Court";14,5004391891892;16;16,7291666666667;17,52;19,2638888888889;"Terrestre"
"TROTRO";2009;"JUV";"Court";7,5304347826087;8,41004651162791;8,94117647058824;9,35384615384615;10,7515527950311;"Terrestre"
"TURMER";2009;"JUV";"Court";72,5685687263556;80,1106770833333;83,0078125;86,5234375;93,6070769477654;"Terrestre"
"TURPHI";2009;"JUV";"Court";57,8978260869565;62,0859903381643;65,5603448275862;68,4754095454223;77,011;"Terrestre"
"AEGCAU";2010;"JUV";"Court";7,12280701754386;7,63157894736842;8;8,43636363636364;9;"Terrestre"
"CETCET";2010;"JUV";"Court";11,2035511363636;12,174049049049;13,1902597402597;14;14,7527352150538;"Terrestre"
"ERIRUB";2010;"JUV";"Court";14,2389137737962;15,4630872483221;16,2253521126761;17,027027027027;19,0018551005935;"Terrestre"
"FRICOE";2010;"JUV";"Court";16,6769426751592;19,0674846625767;19,5348837209302;19,8063450099141;22,0993373493976;"Terrestre"
"PARCAE";2010;"JUV";"Court";9,22630597014925;10,15625;10,5;10,9981617647059;12,026667888563;"Terrestre"
"PARMAJ";2010;"JUV";"Court";14,4982052669553;15,6975474400286;16,4413793103448;17,0355275443511;18,7580357142857;"Terrestre"
"PASDOM";2010;"JUV";"Court";22,2912725225225;25,513698630137;26,1756756756757;29,1959459459459;30,0206590151796;"Terrestre"
"PHYCOL";2010;"JUV";"Court";6,11336748952026;6,70763521457966;6,94017094017094;7,3728813559322;8,28571428571428;"Terrestre"
"PRUMOD";2010;"JUV";"Court";15,3358208955224;17,6142857142857;18,1451447245565;18,8623188405797;19,86933403634;"Terrestre"
"PYRULA";2010;"JUV";"Court";18;18;20,111301369863;21,0736917258413;21,96315840685;"Terrestre"
"SYLATR";2010;"JUV";"Court";14,7011337155108;15,9389896114274;16,7291666666667;17,5;19,2638888888889;"Terrestre"
"TROTRO";2010;"JUV";"Court";7,71225296442688;8,64;9;9,6969696969697;11,2986855409505;"Terrestre"
"TURMER";2010;"JUV";"Court";72,8744939271255;79,7868204496857;83,3333333333333;88,0468445181428;95,765306122449;"Terrestre"
"TURPHI";2010;"JUV";"Court";56,7240495867769;61,4745762711864;64,4491525423729;67,3248122257753;70,3160330578512;"Terrestre"
"AEGCAU";2011;"JUV";"Court";7,00760869565217;7,58180778032037;7,73333333333333;8,07432432432432;8,57555448408872;"Terrestre"
"CETCET";2011;"JUV";"Court";11,7365049140049;12,5559582309582;13,0100446903596;13,1846456692913;13,2494881889764;"Terrestre"
"ERIRUB";2011;"JUV";"Court";14,4;15,5675675675676;16,1118881118881;16,7671232876712;18,645;"Terrestre"
"FRICOE";2011;"JUV";"Court";18,965;19,9931034482759;20,5116279069767;21,1206896551724;22,2292015055787;"Terrestre"
"PARCAE";2011;"JUV";"Court";9,41719804951238;10,0545077214185;10,3623188405797;10,9553079044118;12,0177685950413;"Terrestre"
"PARMAJ";2011;"JUV";"Court";14,5580436720143;15,8918373493976;16,503164556962;17,1148648648649;18,3716731071825;"Terrestre"
"PASDOM";2011;"JUV";"Court";24,0876171593367;24,8333333333333;26,1756756756757;28,1891891891892;34,8421097046414;"Terrestre"
"PHYCOL";2011;"JUV";"Court";6,10526315789474;6,6140350877193;6,85454545454545;7,1858407079646;8,18032581453634;"Terrestre"
"PRUMOD";2011;"JUV";"Court";16,0916842418343;17,4252851711027;18,012962962963;18,5680147058824;19,5732013457557;"Terrestre"
"PYRULA";2011;"JUV";"Court";17,9485714285714;18,5322115384615;19,5313846153846;20,940664556962;22,9744373776908;"Terrestre"
"SYLATR";2011;"JUV";"Court";15,0942183908046;16,2222222222222;17;17,7285714285714;19,8142857142857;"Terrestre"
"TROTRO";2011;"JUV";"Court";7,91304347826087;8,47058823529412;8,75;9,30612244897959;10,3942028985507;"Terrestre"
"TURMER";2011;"JUV";"Court";72,4517451084082;79,0256916996047;82,3412698412698;87,0673491736908;97,0898613128588;"Terrestre"
"TURPHI";2011;"JUV";"Court";58,805998077197;63,5261471682513;64,9989728192162;67,8126838235294;71,889709278136;"Terrestre"
"AEGCAU";2012;"JUV";"Court";6,76666666666667;7,70766961651917;8,0695652173913;8,19074809665674;9;"Terrestre"
"CETCET";2012;"JUV";"Court";11,8254385964912;12,3070175438596;12,8421052631579;13,5210526315789;14,1321052631579;"Terrestre"
"ERIRUB";2012;"JUV";"Court";14,5940108108108;15,5535052264808;16,2739726027397;17,0170307293595;18,6361267605634;"Terrestre"
"FRICOE";2012;"JUV";"Court";18,0548780487805;18,6469153515065;19,6469220246238;20,1258139534884;20,230843373494;"Terrestre"
"PARCAE";2012;"JUV";"Court";9,24195812732711;10;10,3781512605042;10,8333333333333;11,5777777777778;"Terrestre"
"PARMAJ";2012;"JUV";"Court";14,4901424963925;15,596511627907;16,1743421052632;16,7335343540854;18,1216216216216;"Terrestre"
"PHYCOL";2012;"JUV";"Court";6,20664519906323;6,71074380165289;6,98148148148148;7,38181818181818;8,43636363636364;"Terrestre"
"PRUMOD";2012;"JUV";"Court";15,4832292085175;17,0490773493692;17,5056390977444;18,1107668067227;20,1357166353383;"Terrestre"
